Payment ID,Invoice No,Payment Date,Amount Paid
PAY001054,INV01230,2/12/2024 0:00,557.03
PAY001055,INV00748,3/12/2024 0:00,3287.24
PAY001056,INV00184,4/12/2024 0:00,1292.48
PAY001057,INV01173,6/12/2024 0:00,4651.38
PAY001058,INV00695,6/12/2024 0:00,5469
PAY001059,INV00214,7/12/2024 0:00,1147.18
PAY001060,INV00424,7/12/2024 0:00,3204
PAY001061,INV00782,10/12/2024 0:00,23969.67
PAY001062,INV01363,10/12/2024 0:00,4680.63
PAY001063,INV01044,11/12/2024 0:00,3099.41
PAY001064,INV00625,12/12/2024 0:00,141.18
PAY001065,INV00049,12/12/2024 0:00,831
PAY001066,INV00758,13/12/2024 0:00,10226.24
PAY001067,INV01130,13/12/2024 0:00,574.36
PAY001068,INV01369,14/12/2024 0:00,8875.3
PAY001069,INV00292,15/12/2024 0:00,1688.94
PAY001070,INV00444,15/12/2024 0:00,5149.34
PAY001071,INV01156,15/12/2024 0:00,10587.52
PAY001072,INV00906,15/12/2024 0:00,1854
PAY001073,INV00762,16/12/2024 0:00,4069.24
PAY001074,INV00895,16/12/2024 0:00,3758.74
PAY001075,INV01069,16/12/2024 0:00,5917.72
PAY001076,INV00365,16/12/2024 0:00,10721.24
PAY001077,INV00729,16/12/2024 0:00,1088
PAY001078,INV00292,17/12/2024 0:00,1688.93
PAY001079,INV01293,17/12/2024 0:00,1023.22
PAY001080,INV01456,17/12/2024 0:00,897.12
PAY001081,INV00598,18/12/2024 0:00,1075.42
PAY001082,INV01400,19/12/2024 0:00,11249.95
PAY001083,INV00493,20/12/2024 0:00,10853.14
PAY001084,INV00998,20/12/2024 0:00,12916
PAY001085,INV00853,21/12/2024 0:00,6697
PAY001086,INV00385,22/12/2024 0:00,5799.59
PAY001087,INV01363,22/12/2024 0:00,4680.64
PAY001088,INV00929,23/12/2024 0:00,3795.71
PAY001089,INV00506,24/12/2024 0:00,3630.05
PAY001090,INV00767,24/12/2024 0:00,4944.39
PAY001091,INV01042,26/12/2024 0:00,792.71
PAY001092,INV00023,26/12/2024 0:00,12495.8
PAY001093,INV00257,27/12/2024 0:00,5275.56
PAY001094,INV00586,28/12/2024 0:00,10676.6
PAY001095,INV01056,28/12/2024 0:00,12764.19
PAY001096,INV00590,28/12/2024 0:00,2583.88
PAY001097,INV01355,29/12/2024 0:00,11893.39
PAY001098,INV01413,29/12/2024 0:00,8577
PAY001099,INV00761,1/1/2025 0:00,5638.23
PAY001100,INV01150,2/1/2025 0:00,1380.71
PAY001101,INV01476,2/1/2025 0:00,6726.04
PAY001102,INV01319,3/1/2025 0:00,7119
PAY001103,INV00784,4/1/2025 0:00,11493.52
PAY001104,INV00819,4/1/2025 0:00,1889.73
PAY001105,INV00873,4/1/2025 0:00,10536.99
PAY001106,INV00927,4/1/2025 0:00,1725.66
PAY001107,INV01498,4/1/2025 0:00,198.52
PAY001108,INV00427,5/1/2025 0:00,3370.89
PAY001109,INV00596,5/1/2025 0:00,2826.65
PAY001110,INV00268,5/1/2025 0:00,16455
PAY001111,INV01162,5/1/2025 0:00,4834
PAY001112,INV00502,7/1/2025 0:00,7638.59
PAY001113,INV00474,7/1/2025 0:00,9699
PAY001114,INV01133,7/1/2025 0:00,9769
PAY001115,INV00898,8/1/2025 0:00,22050.24
PAY001116,INV00288,9/1/2025 0:00,5231.07
PAY001117,INV00493,9/1/2025 0:00,10853.14
PAY001118,INV01422,9/1/2025 0:00,16387.38
PAY001119,INV00223,10/1/2025 0:00,971.14
PAY001120,INV00761,10/1/2025 0:00,5638.23
PAY001121,INV00819,10/1/2025 0:00,1889.73
PAY001122,INV01450,10/1/2025 0:00,11167.21
PAY001123,INV01044,11/1/2025 0:00,3099.41
PAY001124,INV00546,11/1/2025 0:00,6493
PAY001125,INV00051,11/1/2025 0:00,5846.08
PAY001126,INV00065,13/1/2025 0:00,11529.06
PAY001127,INV00511,13/1/2025 0:00,15820.59
PAY001128,INV00902,13/1/2025 0:00,4604.13
PAY001129,INV00641,14/1/2025 0:00,3459.11
PAY001130,INV01183,14/1/2025 0:00,2700.68
PAY001131,INV00512,17/1/2025 0:00,14102.56
PAY001132,INV00427,18/1/2025 0:00,3370.88
PAY001133,INV01123,18/1/2025 0:00,2824.07
PAY001134,INV00460,18/1/2025 0:00,7130.78
PAY001135,INV00399,19/1/2025 0:00,12179.06
PAY001136,INV01456,19/1/2025 0:00,897.13
PAY001137,INV00329,19/1/2025 0:00,11066.89
PAY001138,INV00648,19/1/2025 0:00,6681.64
PAY001139,INV00899,20/1/2025 0:00,17041.9
PAY001140,INV00099,21/1/2025 0:00,789.78
PAY001141,INV00501,22/1/2025 0:00,15058.92
PAY001142,INV00137,24/1/2025 0:00,3699.8
PAY001143,INV00902,24/1/2025 0:00,4604.13
PAY001144,INV01123,24/1/2025 0:00,2824.07
PAY001145,INV00043,24/1/2025 0:00,1782
PAY001146,INV00646,24/1/2025 0:00,12704.18
PAY001147,INV00342,25/1/2025 0:00,17568
PAY001148,INV01447,26/1/2025 0:00,14213.74
PAY001149,INV01292,27/1/2025 0:00,2175.58
PAY001150,INV00110,28/1/2025 0:00,3574.41
PAY001151,INV00303,28/1/2025 0:00,190.86
PAY001152,INV01399,28/1/2025 0:00,6069.98
PAY001153,INV00186,29/1/2025 0:00,4440.82
PAY001154,INV00440,29/1/2025 0:00,10101.81
PAY001155,INV01183,29/1/2025 0:00,2700.68
PAY001156,INV00840,31/1/2025 0:00,602.59
PAY001157,INV00048,31/1/2025 0:00,3429
PAY001158,INV00019,1/2/2025 0:00,1289
PAY001159,INV01141,3/2/2025 0:00,1696.96
PAY001160,INV01423,5/2/2025 0:00,2176.8
PAY001161,INV00190,7/2/2025 0:00,18505.68
PAY001162,INV00656,7/2/2025 0:00,11078
PAY001163,INV01439,8/2/2025 0:00,4554.74
PAY001164,INV00910,9/2/2025 0:00,12057.63
PAY001165,INV00005,11/2/2025 0:00,2640.79
PAY001166,INV01419,11/2/2025 0:00,12198.78
PAY001167,INV00099,12/2/2025 0:00,789.78
PAY001168,INV00327,12/2/2025 0:00,3434.32
PAY001169,INV01198,13/2/2025 0:00,4483.35
PAY001170,INV00104,14/2/2025 0:00,7385.72
PAY001171,INV01008,14/2/2025 0:00,4079.32
PAY001172,INV01188,14/2/2025 0:00,11233
PAY001173,INV00161,15/2/2025 0:00,4291.69
PAY001174,INV00350,15/2/2025 0:00,10305.2
PAY001175,INV00076,16/2/2025 0:00,11034.64
PAY001176,INV01011,16/2/2025 0:00,4914.08
PAY001177,INV01241,16/2/2025 0:00,412.06
PAY001178,INV00586,17/2/2025 0:00,10676.59
PAY001179,INV01289,17/2/2025 0:00,2763
PAY001180,INV00675,18/2/2025 0:00,3323.27
PAY001181,INV00991,18/2/2025 0:00,2756.74
PAY001182,INV01375,18/2/2025 0:00,7884.33
PAY001183,INV00528,19/2/2025 0:00,443.39
PAY001184,INV01229,20/2/2025 0:00,2650.67
PAY001185,INV01318,20/2/2025 0:00,8703.08
PAY001186,INV00677,21/2/2025 0:00,7410.66
PAY001187,INV00118,21/2/2025 0:00,969.31
PAY001188,INV01226,24/2/2025 0:00,12000
PAY001189,INV00598,25/2/2025 0:00,1075.43
PAY001190,INV00867,26/2/2025 0:00,8385
PAY001191,INV00738,27/2/2025 0:00,4923.75
PAY001192,INV00183,3/3/2025 0:00,7155.01
PAY001193,INV01007,3/3/2025 0:00,12212.88
PAY001194,INV00230,4/3/2025 0:00,1060
PAY001195,INV00036,4/3/2025 0:00,7499.84
PAY001196,INV01067,5/3/2025 0:00,9459.86
PAY001197,INV01500,5/3/2025 0:00,6027
PAY001198,INV00489,6/3/2025 0:00,7704.65
PAY001199,INV00482,7/3/2025 0:00,3531.67
PAY001200,INV00678,8/3/2025 0:00,12124.19
PAY001201,INV00344,9/3/2025 0:00,2545.32
PAY001202,INV00726,9/3/2025 0:00,4210.42
PAY001203,INV00209,10/3/2025 0:00,10288.21
PAY001204,INV00488,11/3/2025 0:00,12401.54
PAY001205,INV00844,11/3/2025 0:00,12496.28
PAY001206,INV00771,12/3/2025 0:00,4226
PAY001207,INV00388,13/3/2025 0:00,1465.1
PAY001208,INV01073,15/3/2025 0:00,13330.12
PAY001209,INV00860,15/3/2025 0:00,8298
PAY001210,INV01424,15/3/2025 0:00,7557
PAY001211,INV00125,16/3/2025 0:00,9021.21
PAY001212,INV00531,16/3/2025 0:00,3762
PAY001213,INV01231,17/3/2025 0:00,5695.26
PAY001214,INV00128,20/3/2025 0:00,7004.66
PAY001215,INV00887,21/3/2025 0:00,8015.66
PAY001216,INV00303,22/3/2025 0:00,190.87
PAY001217,INV00369,22/3/2025 0:00,2381.68
PAY001218,INV00520,23/3/2025 0:00,2215.58
PAY001219,INV00730,23/3/2025 0:00,7418
PAY001220,INV01270,24/3/2025 0:00,11932
PAY001221,INV00221,24/3/2025 0:00,8534
PAY001222,INV00754,25/3/2025 0:00,5947.01
PAY001223,INV01095,25/3/2025 0:00,770.58
PAY001224,INV00608,25/3/2025 0:00,7990.73
PAY001225,INV01151,26/3/2025 0:00,5503.93
PAY001226,INV00086,27/3/2025 0:00,4878.46
PAY001227,INV00125,27/3/2025 0:00,9021.21
PAY001228,INV00520,27/3/2025 0:00,2215.58
PAY001229,INV01429,28/3/2025 0:00,10144.07
PAY001230,INV00161,29/3/2025 0:00,4291.69
PAY001231,INV00903,29/3/2025 0:00,1201
PAY001232,INV00137,31/3/2025 0:00,3699.79
PAY001233,INV01221,31/3/2025 0:00,987.78
PAY001234,INV00391,1/4/2025 0:00,1201.98
PAY001235,INV01253,1/4/2025 0:00,12346
PAY001236,INV00522,2/4/2025 0:00,11628.53
PAY001237,INV00677,2/4/2025 0:00,7410.65
PAY001238,INV00384,3/4/2025 0:00,9169
PAY001239,INV01221,5/4/2025 0:00,987.78
PAY001240,INV00052,6/4/2025 0:00,5478.69
PAY001241,INV00228,6/4/2025 0:00,14415.37
PAY001242,INV01149,7/4/2025 0:00,3357.34
PAY001243,INV00996,7/4/2025 0:00,5905.95
PAY001244,INV01477,7/4/2025 0:00,8693.84
PAY001245,INV00532,8/4/2025 0:00,1194.72
PAY001246,INV00674,8/4/2025 0:00,11700.44
PAY001247,INV01181,8/4/2025 0:00,8412
PAY001248,INV01200,9/4/2025 0:00,10385.28
PAY001249,INV00321,10/4/2025 0:00,17097.23
PAY001250,INV01356,11/4/2025 0:00,4545.73
PAY001251,INV00316,12/4/2025 0:00,8033.83
PAY001252,INV00369,12/4/2025 0:00,2381.68
PAY001253,INV00630,15/4/2025 0:00,663.5
PAY001254,INV00396,17/4/2025 0:00,1486.32
PAY001255,INV00524,17/4/2025 0:00,2975.19
PAY001256,INV01246,17/4/2025 0:00,5145.21
PAY001257,INV00316,18/4/2025 0:00,8033.82
PAY001258,INV01013,18/4/2025 0:00,1456
PAY001259,INV01219,18/4/2025 0:00,3116.62
PAY001260,INV00673,19/4/2025 0:00,6466
PAY001261,INV00279,21/4/2025 0:00,4024.82
PAY001262,INV01375,21/4/2025 0:00,7884.32
PAY001263,INV00610,23/4/2025 0:00,4244.11
PAY001264,INV00418,24/4/2025 0:00,21831.87
PAY001265,INV00482,24/4/2025 0:00,3531.67
PAY001266,INV00865,24/4/2025 0:00,2268.37
PAY001267,INV00004,25/4/2025 0:00,2400.24
PAY001268,INV01394,25/4/2025 0:00,5792.77
PAY001269,INV00126,25/4/2025 0:00,16339
PAY001270,INV00173,28/4/2025 0:00,501.38
PAY001271,INV00905,28/4/2025 0:00,2480
PAY001272,INV00613,28/4/2025 0:00,3763.64
PAY001273,INV00528,29/4/2025 0:00,443.4
PAY001274,INV00286,30/4/2025 0:00,13991.25
PAY001275,INV00467,30/4/2025 0:00,8327.93
PAY001276,INV00732,30/4/2025 0:00,14872.29
PAY001277,INV00238,1/5/2025 0:00,1792.75
PAY001278,INV00340,1/5/2025 0:00,4928
PAY001279,INV00196,3/5/2025 0:00,2782.3
PAY001280,INV00535,3/5/2025 0:00,24149.92
PAY001281,INV00922,3/5/2025 0:00,2501
PAY001282,INV00582,4/5/2025 0:00,1154.57
PAY001283,INV01290,4/5/2025 0:00,5075.64
PAY001284,INV01027,5/5/2025 0:00,1488
PAY001285,INV00991,6/5/2025 0:00,2756.74
PAY001286,INV00070,6/5/2025 0:00,1230
PAY001287,INV00330,7/5/2025 0:00,9786.49
PAY001288,INV00630,7/5/2025 0:00,663.5
PAY001289,INV00085,7/5/2025 0:00,6413
PAY001290,INV00966,9/5/2025 0:00,7788.9
PAY001291,INV00455,10/5/2025 0:00,2556.58
PAY001292,INV00594,10/5/2025 0:00,7517.85
PAY001293,INV01359,10/5/2025 0:00,8161.78
PAY001294,INV00532,12/5/2025 0:00,1194.71
PAY001295,INV00362,12/5/2025 0:00,5955.56
PAY001296,INV00942,13/5/2025 0:00,3957.3
PAY001297,INV00676,15/5/2025 0:00,3450.96
PAY001298,INV00889,15/5/2025 0:00,2591.78
PAY001299,INV01443,15/5/2025 0:00,2656.96
PAY001300,INV01249,16/5/2025 0:00,1865.63
PAY001301,INV01246,19/5/2025 0:00,5145.2
PAY001302,INV01393,20/5/2025 0:00,12323.73
PAY001303,INV01030,22/5/2025 0:00,14769.74
PAY001304,INV01031,22/5/2025 0:00,19578
PAY001305,INV00618,23/5/2025 0:00,8832.49
PAY001306,INV00881,23/5/2025 0:00,15674.24
PAY001307,INV01149,23/5/2025 0:00,3357.34
PAY001308,INV00720,24/5/2025 0:00,1221.18
PAY001309,INV00746,24/5/2025 0:00,743.5
PAY001310,INV00691,25/5/2025 0:00,10663.23
PAY001311,INV01371,26/5/2025 0:00,7982.84
PAY001312,INV00561,26/5/2025 0:00,2163
PAY001313,INV00193,27/5/2025 0:00,12574.08
PAY001314,INV01460,27/5/2025 0:00,13545.54
PAY001315,INV00247,27/5/2025 0:00,10409
PAY001316,INV01324,28/5/2025 0:00,2474.23
PAY001317,INV00612,28/5/2025 0:00,8223.37
PAY001318,INV00582,29/5/2025 0:00,1154.58
PAY001319,INV00683,29/5/2025 0:00,4467.11
PAY001320,INV00158,30/5/2025 0:00,7541.36
PAY001321,INV00347,30/5/2025 0:00,4235.44
PAY001322,INV00865,30/5/2025 0:00,2268.37
PAY001323,INV01210,30/5/2025 0:00,2542.27
PAY001324,INV01335,30/5/2025 0:00,2686
PAY001325,INV01121,31/5/2025 0:00,6697.68
PAY001326,INV00967,1/6/2025 0:00,2498.59
PAY001327,INV01090,1/6/2025 0:00,15305.67
PAY001328,INV00021,2/6/2025 0:00,7204.66
PAY001329,INV00086,2/6/2025 0:00,4878.46
PAY001330,INV00522,3/6/2025 0:00,11628.53
PAY001331,INV00353,4/6/2025 0:00,3095.39
PAY001332,INV00864,4/6/2025 0:00,5531.04
PAY001333,INV01330,4/6/2025 0:00,12354.58
PAY001334,INV00455,5/6/2025 0:00,2556.58
PAY001335,INV01092,6/6/2025 0:00,5200.84
PAY001336,INV00707,7/6/2025 0:00,3607.19
PAY001337,INV01386,7/6/2025 0:00,2006.41
PAY001338,INV00476,8/6/2025 0:00,11710
PAY001339,INV00142,9/6/2025 0:00,11816.92
PAY001340,INV00320,9/6/2025 0:00,6758.35
PAY001341,INV01137,9/6/2025 0:00,5149.05
PAY001342,INV00559,10/6/2025 0:00,5372.17
PAY001343,INV00743,10/6/2025 0:00,7919
PAY001344,INV00770,12/6/2025 0:00,1684.89
PAY001345,INV00042,14/6/2025 0:00,15033.33
PAY001346,INV01312,14/6/2025 0:00,4258
PAY001347,INV00605,15/6/2025 0:00,3694.12
PAY001348,INV00925,15/6/2025 0:00,6230.18
PAY001349,INV00339,16/6/2025 0:00,731.05
PAY001350,INV00566,16/6/2025 0:00,8426.5
PAY001351,INV00942,16/6/2025 0:00,3957.3
PAY001352,INV00356,16/6/2025 0:00,8347
PAY001353,INV00564,16/6/2025 0:00,897.96
PAY001354,INV00446,17/6/2025 0:00,16833.3
PAY001355,INV01052,17/6/2025 0:00,17412.91
PAY001356,INV01371,17/6/2025 0:00,7982.83
PAY001357,INV00018,17/6/2025 0:00,5122
PAY001358,INV00971,18/6/2025 0:00,1435.72
PAY001359,INV01440,19/6/2025 0:00,13358.85
PAY001360,INV00260,19/6/2025 0:00,3062
PAY001361,INV01248,20/6/2025 0:00,2013
PAY001362,INV00825,21/6/2025 0:00,7767.01
PAY001363,INV01109,21/6/2025 0:00,3564.35
PAY001364,INV00207,23/6/2025 0:00,16597.25
PAY001365,INV00633,24/6/2025 0:00,3147.09
PAY001366,INV01033,25/6/2025 0:00,18034
PAY001367,INV00153,27/6/2025 0:00,1203.31
PAY001368,INV00132,29/6/2025 0:00,15959.01
PAY001369,INV01213,30/6/2025 0:00,8574
PAY001370,INV00434,30/6/2025 0:00,1875
PAY001371,INV00279,1/7/2025 0:00,4024.81
PAY001372,INV00429,1/7/2025 0:00,7256.95
PAY001373,INV00966,1/7/2025 0:00,7788.91
PAY001374,INV01415,1/7/2025 0:00,18338.85
PAY001375,INV00080,1/7/2025 0:00,10247.71
PAY001376,INV00004,2/7/2025 0:00,2400.24
PAY001377,INV00227,2/7/2025 0:00,1181.71
PAY001378,INV00406,3/7/2025 0:00,6985.89
PAY001379,INV01468,4/7/2025 0:00,11551.9
PAY001380,INV01088,5/7/2025 0:00,9074.71
PAY001381,INV01266,5/7/2025 0:00,10631.15
PAY001382,INV00922,6/7/2025 0:00,2500.99
PAY001383,INV01416,6/7/2025 0:00,3801.54
PAY001384,INV00147,6/7/2025 0:00,11348.55
PAY001385,INV01227,8/7/2025 0:00,2625.9
PAY001386,INV00261,8/7/2025 0:00,1158
PAY001387,INV00915,9/7/2025 0:00,279.34
PAY001388,INV01383,9/7/2025 0:00,5766.79
PAY001389,INV01331,9/7/2025 0:00,3519.56
PAY001390,INV00060,12/7/2025 0:00,1056.3
PAY001391,INV00417,12/7/2025 0:00,2191.9
PAY001392,INV00555,12/7/2025 0:00,4287.75
PAY001393,INV00934,13/7/2025 0:00,7497.84
PAY001394,INV01163,13/7/2025 0:00,2762.03
PAY001395,INV01096,14/7/2025 0:00,21051.92
PAY001396,INV01451,15/7/2025 0:00,17888.58
PAY001397,INV00216,15/7/2025 0:00,1714
PAY001398,INV00912,15/7/2025 0:00,5734
PAY001399,INV00948,17/7/2025 0:00,1052.83
PAY001400,INV00171,18/7/2025 0:00,9523.84
PAY001401,INV01165,18/7/2025 0:00,6526.81
PAY001402,INV00299,19/7/2025 0:00,1272.98
PAY001403,INV01385,20/7/2025 0:00,4623.04
PAY001404,INV00304,21/7/2025 0:00,4038.74
PAY001405,INV01249,21/7/2025 0:00,1865.63
PAY001406,INV01337,21/7/2025 0:00,9334.18
PAY001407,INV00826,21/7/2025 0:00,2391.09
PAY001408,INV00857,22/7/2025 0:00,2443.14
PAY001409,INV00201,22/7/2025 0:00,991
PAY001410,INV00375,22/7/2025 0:00,952
PAY001411,INV00072,23/7/2025 0:00,4471.63
PAY001412,INV00415,23/7/2025 0:00,2836.34
PAY001413,INV00075,25/7/2025 0:00,6219
PAY001414,INV00021,26/7/2025 0:00,7204.66
PAY001415,INV00168,26/7/2025 0:00,3664.58
PAY001416,INV01023,26/7/2025 0:00,9318
PAY001417,INV01177,28/7/2025 0:00,7574.53
PAY001418,INV01321,28/7/2025 0:00,5790.16
PAY001419,INV01438,28/7/2025 0:00,5521.74
PAY001420,INV00060,29/7/2025 0:00,1056.29
PAY001421,INV00145,30/7/2025 0:00,1103.66
PAY001422,INV00919,30/7/2025 0:00,6898.48
PAY001423,INV01386,31/7/2025 0:00,2006.4
PAY001424,INV00102,1/8/2025 0:00,3234.03
PAY001425,INV00040,2/8/2025 0:00,2001.76
PAY001426,INV00072,2/8/2025 0:00,4471.63
PAY001427,INV01271,2/8/2025 0:00,2283
PAY001428,INV01001,2/8/2025 0:00,6357.13
PAY001429,INV00750,3/8/2025 0:00,5857.62
PAY001430,INV01334,3/8/2025 0:00,2230.76
PAY001431,INV00058,4/8/2025 0:00,15869.56
PAY001432,INV00353,4/8/2025 0:00,3095.39
PAY001433,INV00894,4/8/2025 0:00,5101.01
PAY001434,INV01238,5/8/2025 0:00,21561.31
PAY001435,INV01271,5/8/2025 0:00,2283
PAY001436,INV00735,5/8/2025 0:00,542
PAY001437,INV00040,6/8/2025 0:00,2001.77
PAY001438,INV00911,6/8/2025 0:00,7030.03
PAY001439,INV01430,6/8/2025 0:00,6435
PAY001440,INV01132,7/8/2025 0:00,7543.24
PAY001441,INV01383,7/8/2025 0:00,5766.79
PAY001442,INV01411,7/8/2025 0:00,8375.56
PAY001443,INV00436,7/8/2025 0:00,10507.16
PAY001444,INV00800,7/8/2025 0:00,9974.32
PAY001445,INV01326,7/8/2025 0:00,1259
PAY001446,INV00034,8/8/2025 0:00,4979.53
PAY001447,INV00181,9/8/2025 0:00,4095
PAY001448,INV01234,9/8/2025 0:00,3460.86
PAY001449,INV00454,9/8/2025 0:00,8301
PAY001450,INV00988,11/8/2025 0:00,24925.26
PAY001451,INV01480,13/8/2025 0:00,10113.38
PAY001452,INV01043,13/8/2025 0:00,6589.23
PAY001453,INV00174,14/8/2025 0:00,2852.48
PAY001454,INV00083,15/8/2025 0:00,311.59
PAY001455,INV00806,15/8/2025 0:00,10529.54
PAY001456,INV00850,15/8/2025 0:00,23939.65
PAY001457,INV00346,15/8/2025 0:00,8972.25
PAY001458,INV00417,16/8/2025 0:00,2191.91
PAY001459,INV00605,17/8/2025 0:00,3694.13
PAY001460,INV01126,19/8/2025 0:00,12940.07
PAY001461,INV00915,20/8/2025 0:00,279.35
PAY001462,INV00202,21/8/2025 0:00,13843.88
PAY001463,INV00101,21/8/2025 0:00,1533
PAY001464,INV00571,21/8/2025 0:00,2813.26
PAY001465,INV01304,21/8/2025 0:00,13818
PAY001466,INV00248,22/8/2025 0:00,6097.54
PAY001467,INV01237,22/8/2025 0:00,1637.64
PAY001468,INV01063,22/8/2025 0:00,3863.85
PAY001469,INV00069,23/8/2025 0:00,3167.3
PAY001470,INV01254,23/8/2025 0:00,2151
PAY001471,INV01496,24/8/2025 0:00,4369.96
PAY001472,INV01100,26/8/2025 0:00,5510.59
PAY001473,INV00195,26/8/2025 0:00,12567
PAY001474,INV00138,27/8/2025 0:00,872
PAY001475,INV01486,27/8/2025 0:00,7280.48
PAY001476,INV01088,28/8/2025 0:00,9074.7
PAY001477,INV01071,28/8/2025 0:00,6118
PAY001478,INV00304,29/8/2025 0:00,4038.74
PAY001479,INV00981,29/8/2025 0:00,2133.85
PAY001480,INV00795,30/8/2025 0:00,1846.94
PAY001481,INV00254,31/8/2025 0:00,643.72
PAY001482,INV00504,31/8/2025 0:00,9005
PAY001483,INV00682,1/9/2025 0:00,4835.75
PAY001484,INV01084,1/9/2025 0:00,4622.83
PAY001485,INV00843,2/9/2025 0:00,2641.08
PAY001486,INV00894,3/9/2025 0:00,5101.01
PAY001487,INV00153,5/9/2025 0:00,1203.31
PAY001488,INV00189,5/9/2025 0:00,3437.33
PAY001489,INV00574,6/9/2025 0:00,16419.81
PAY001490,INV01346,7/9/2025 0:00,9616.02
PAY001491,INV01093,7/9/2025 0:00,2262
PAY001492,INV00145,8/9/2025 0:00,1103.67
PAY001493,INV01497,8/9/2025 0:00,2881.64
PAY001494,INV00843,9/9/2025 0:00,2641.08
PAY001495,INV01237,9/9/2025 0:00,1637.64
PAY001496,INV00371,10/9/2025 0:00,2561.13
PAY001497,INV00204,11/9/2025 0:00,10688
PAY001498,INV00680,12/9/2025 0:00,1514.93
PAY001499,INV01152,12/9/2025 0:00,1344.75
PAY001500,INV00623,13/9/2025 0:00,5876.15
PAY001501,INV00963,13/9/2025 0:00,7050.39
PAY001502,INV00098,14/9/2025 0:00,8626.09
PAY001503,INV01100,14/9/2025 0:00,5510.59
PAY001504,INV00273,15/9/2025 0:00,4449.86
PAY001505,INV00062,15/9/2025 0:00,5546
PAY001506,INV01058,15/9/2025 0:00,13008.98
PAY001507,INV00267,16/9/2025 0:00,23376.86
PAY001508,INV00408,16/9/2025 0:00,1448
PAY001509,INV01377,16/9/2025 0:00,1114
PAY001510,INV00226,17/9/2025 0:00,757.5
PAY001511,INV00518,17/9/2025 0:00,400.61
PAY001512,INV00569,18/9/2025 0:00,4448.46
PAY001513,INV01144,18/9/2025 0:00,8360.94
PAY001514,INV00073,19/9/2025 0:00,2391.76
PAY001515,INV00682,19/9/2025 0:00,4835.75
PAY001516,INV01038,19/9/2025 0:00,9728.57
PAY001517,INV00412,20/9/2025 0:00,2264.6
PAY001518,INV00354,21/9/2025 0:00,282.84
PAY001519,INV00830,21/9/2025 0:00,6602.38
PAY001520,INV00219,21/9/2025 0:00,3359
PAY001521,INV01117,22/9/2025 0:00,13834.3
PAY001522,INV01264,23/9/2025 0:00,990.91
PAY001523,INV01334,23/9/2025 0:00,2230.76
PAY001524,INV00392,23/9/2025 0:00,14347
PAY001525,INV00211,24/9/2025 0:00,764.87
PAY001526,INV00109,25/9/2025 0:00,4723.46
PAY001527,INV00368,25/9/2025 0:00,10744.55
PAY001528,INV01171,25/9/2025 0:00,342.99
PAY001529,INV01080,26/9/2025 0:00,9038.94
PAY001530,INV01286,26/9/2025 0:00,5870.64
PAY001531,INV01338,26/9/2025 0:00,13893.59
PAY001532,INV00533,26/9/2025 0:00,5074
PAY001533,INV01155,26/9/2025 0:00,11781
PAY001534,INV00833,26/9/2025 0:00,13978
PAY001535,INV00213,27/9/2025 0:00,5031.01
PAY001536,INV00226,28/9/2025 0:00,757.5
PAY001537,INV00176,29/9/2025 0:00,10574.34
PAY001538,INV00557,29/9/2025 0:00,3873.84
PAY001539,INV00477,29/9/2025 0:00,11207
PAY001540,INV00601,1/10/2025 0:00,2845.14
PAY001541,INV00719,3/10/2025 0:00,6618
PAY001542,INV00334,4/10/2025 0:00,12358.5
PAY001543,INV00448,4/10/2025 0:00,1533.71
PAY001544,INV01157,4/10/2025 0:00,14014.62
PAY001545,INV00716,5/10/2025 0:00,14636.05
PAY001546,INV01278,5/10/2025 0:00,1186.02
PAY001547,INV00053,6/10/2025 0:00,3308.44
PAY001548,INV01171,6/10/2025 0:00,342.99
PAY001549,INV01374,6/10/2025 0:00,11777.16
PAY001550,INV01436,6/10/2025 0:00,10632.46
PAY001551,INV01143,7/10/2025 0:00,9799.07
PAY001552,INV01445,7/10/2025 0:00,758.34
PAY001553,INV00718,7/10/2025 0:00,11594
PAY001554,INV00868,7/10/2025 0:00,6396.43
PAY001555,INV00740,8/10/2025 0:00,23551.56
PAY001556,INV00931,9/10/2025 0:00,3780.26
PAY001557,INV01436,9/10/2025 0:00,10632.46
PAY001558,INV01108,9/10/2025 0:00,15968.71
PAY001559,INV01232,10/10/2025 0:00,3868.61
PAY001560,INV01373,10/10/2025 0:00,9975.7
PAY001561,INV00885,10/10/2025 0:00,14701
PAY001562,INV00422,10/10/2025 0:00,1756.7
PAY001563,INV00623,11/10/2025 0:00,5876.15
PAY001564,INV00891,11/10/2025 0:00,6228.72
PAY001565,INV00275,11/10/2025 0:00,7021
PAY001566,INV00377,13/10/2025 0:00,2246.98
PAY001567,INV01086,13/10/2025 0:00,10461.22
PAY001568,INV00299,14/10/2025 0:00,1272.98
PAY001569,INV01048,14/10/2025 0:00,10769.05
PAY001570,INV01166,14/10/2025 0:00,4523.19
PAY001571,INV00576,15/10/2025 0:00,7762.25
PAY001572,INV01321,15/10/2025 0:00,5790.15
PAY001573,INV00958,16/10/2025 0:00,4929.24
PAY001574,INV00856,17/10/2025 0:00,1437.83
PAY001575,INV00939,17/10/2025 0:00,4773.03
PAY001576,INV00583,17/10/2025 0:00,3045
PAY001577,INV01300,18/10/2025 0:00,3740.58
PAY001578,INV00083,19/10/2025 0:00,311.59
PAY001579,INV00355,19/10/2025 0:00,7643.23
